ID,Name,Author,Publisher,Publishing_Date,Format,Pages,Rating
2397,the traitor baru cormorant (the masquerade),Seth Dickinson,Tor Books,2016-11-29,Paperback,400.0,4.6
2398,"the scions of shannara (heritage of shannara, book one) (the heritage of shannara)",Terry Brooks,Del Rey,1991-2-13,Hardcover,432.0,4.4
2399,"magician's gambit (the belgariad, book 3)",David Eddings,Del Rey,1986-2-12,Kindle,320.0,4.6
2400,"legend (drenai tales, book 1)",David Gemmell,Del Rey,1994-10-1,Hardcover,345.0,4.5
2401,the tropic of serpents: a memoir by lady trent (the lady trent memoirs),Marie Brennan,Tor Books,2015-2-17,Paperback,352.0,4.3
2402,the war of the dwarves,Markus Heitz,Orbit,2010-3-23,Hardcover,784.0,4.4
2403,skyfarer (the drifting lands),Joseph Brassey,Angry Robot,2017-9-5,Kindle,352.0,4.8
2404,dragonseye (pern),Anne McCaffrey,Del Rey,1997-12-27,Paperback,416.0,4.6
2405,knight's shadow (the greatcoats),Sebastien de Castell,Jo Fletcher Books,2016-5-3,Hardcover,592.0,4.6
2406,river of teeth,Sarah Gailey,Tor.com,2017-5-23,Kindle,176.0,3.9
2407,sharp ends: stories from the world of the first law,Joe Abercrombie,Orbit,2017-3-14,Hardcover,336.0,4.5
2408,"the two swords (the hunter's blades trilogy, book 3)",R.A. Salvatore,Wizards of the Coast,2005-9-1,Paperback,376.0,4.3
2409,thief of time: a novel of discworld,Terry Pratchett,Harper,2014-7-29,Paperback,432.0,4.7
2410,"the elf queen of shannara (heritage of shannara, book 3)",Terry Brooks,Del Rey,1993-1-23,Kindle,368.0,4.6
2411,the legend of sigmar (warhammer chronicles),Graham McNeill,Games Workshop,2017-9-5,Hardcover,944.0,4.4
2412,the lost gate (mither mages),Orson Scott Card,Tor Fantasy,2011-11-29,Hardcover,464.0,4.0
2413,night angel: the complete trilogy (the night angel trilogy),Brent Weeks,Orbit,2012-4-24,Kindle,1264.0,4.5
2414,malice (the faithful and the fallen),John Gwynne,Orbit,2013-12-3,Paperback,656.0,4.2
2415,tigana: anniversary edition,Guy Gavriel Kay,Ace,1999-12-1,Kindle,676.0,4.3
2416,the high king's tomb (green rider),Kristen Britain,DAW,2009-8-4,Paperback,656.0,4.5
2417,the given sacrifice (a novel of the change),S. M. Stirling,Ace,2014-9-2,Paperback,496.0,4.1
2418,three parts dead (craft sequence),Max Gladstone,Tor Books,2013-7-23,Hardcover,336.0,4.4
2419,the widow's house (the dagger and the coin),Daniel Abraham,Orbit,2014-8-5,Hardcover,544.0,4.4
2420,orb sceptre throne: a novel of the malazan empire (novels of the malazan empire),Ian C. Esslemont,Tor Books,2012-5-22,Kindle,608.0,4.3
2421,saint's blood (the greatcoats),Sebastien de Castell,Jo Fletcher Books,2017-3-7,Paperback,400.0,4.6
2422,a dance of blades (shadowdance 2),David Dalglish,Orbit,2013-11-5,Hardcover,416.0,4.4
2423,"grass for his pillow (tales of the otori, book 2)",Lian Hearn,Riverhead Books,2004-6-1,Kindle,368.0,4.5
2424,the palace job (rogues of the republic),Patrick Weekes,47North,2013-10-8,Hardcover,438.0,4.1
2425,the hidden relic (the evermen saga),James Maxwell,47North,2014-7-29,Paperback,496.0,4.4
2426,haroun and the sea of stories,Salman Rushdie,Granta Books/Penguin,1991-0-0,Paperback,216.0,4.3
2427,vampire wars (warhammer chronicles),Steven Savile,Games Workshop,2018-1-9,Paperback,800.0,4.0
2428,the summer tree (fionavar tapestry),Guy Gavriel Kay,Ace,2001-4-1,Kindle,383.0,3.9
2429,the long earth,Terry Pratchett,Harper,2013-6-25,Hardcover,432.0,3.7
2430,the dragon's path (the dagger and the coin),Daniel Abraham,Orbit,2011-4-7,Paperback,592.0,3.8
2431,"seventh son (tales of alvin maker, book 1)",Orson Scott Card,Tor Fantasy,1993-6-15,Paperback,256.0,4.3
2432,"the malloreon, vol. 1 (books 1-3): guardians of the west, king of the murgos, demon lord of karanda",David Eddings,Del Rey,2005-8-30,Kindle,816.0,4.5
2433,winter of the gods (olympus bound),Jordanna Max Brodsky,Orbit,2017-7-11,Hardcover,512.0,4.2
2434,the gate to women's country: a novel,Sheri S. Tepper,Spectra,1993-2-1,Hardcover,336.0,4.3
2435,peter pan,J M Barrie,Kingman Books,2016-1-20,Kindle,134.0,4.3
2436,"castle roogna (the magic of xanth, no. 3)",Piers Anthony,Ballantine Books / Del Rey,1979-0-0,Paperback,329.0,4.6
2437,"elven star (the death gate cycle, volume 2)",Margaret Weis,Spectra,1991-7-1,Kindle,416.0,4.3
2438,the many deaths of the black company (chronicles of the black company),Glen Cook,Tor Books,2010-1-5,Kindle,784.0,4.6
2439,the court of broken knives (empires of dust),Anna Smith Spark,Orbit,2017-8-15,Paperback,512.0,4.2
2440,the wall of storms (the dandelion dynasty),Ken Liu,Saga Press,2017-7-18,Paperback,880.0,4.2
2441,robert e. howard's conan the cimmerian barbarian: the complete weird tales omnibus,Robert E Howard,Pulp-Lit Productions,2017-6-1,Kindle,684.0,5.0
2442,"the legend of drizzt 25th anniversary edition, book ii",R. A. Salvatore,Wizards of the Coast,2013-10-1,Kindle,1024.0,3.9
2443,"black sun rising (the coldfire trilogy, book 1)",C.S. Friedman,DAW,1992-9-1,Kindle,586.0,4.0
2444,and the rest is history: the chronicles of st. mary's book eight,Jodi Taylor,Night Shade Books,2017-7-18,Kindle,376.0,4.5
2445,recluce tales: stories from the world of recluce (saga of recluce),L. E. Modesitt Jr.,Tor Books,2018-2-20,Kindle,480.0,4.4
2446,a dance of shadows (shadowdance 4),David Dalglish,Orbit,2014-5-20,Kindle,480.0,4.5
2447,the war-torn kingdom (fabled lands) (volume 1),Jamie Thomson,Fabled Lands LLP,2017-3-15,Kindle,236.0,4.8
2448,centaur aisle (xanth),Piers Anthony,Del Rey,1987-9-12,Kindle,304.0,4.5
2449,knife of dreams: book eleven of 'the wheel of time',Robert Jordan,Tor Books,2014-10-14,Kindle,752.0,4.3
2450,supernatural: john winchester's journal,Alex Irvine,It Books,2011-4-26,Hardcover,224.0,4.5
2451,"prince of the blood, 15th anniversary edition",Raymond Feist,Spectra,2005-6-28,Kindle,448.0,4.5
2452,mirror sight (green rider),Kristen Britain,DAW,2016-4-5,Paperback,768.0,3.8
2453,the eye of the world: book one of 'the wheel of time',Robert Jordan,Tor Books,2012-5-8,Kindle,752.0,4.5
2454,the midnight front: a dark arts novel,David Mack,Tor Books,2018-1-30,Kindle,480.0,4.5
2455,the lost stars: imperfect sword,Jack Campbell,Ace,2015-9-29,Hardcover,368.0,4.5
2456,the fifth ward: first watch,Dale Lucas,Orbit,2017-7-11,Kindle,416.0,4.3
2457,"troy: lord of the silver bow (troy trilogy, book 1)",David Gemmell,Ballantine Books,2006-10-31,Hardcover,496.0,4.5
2458,one velvet glove: a tale of the king's blades (tales of the king's blades),Dave Duncan,Five Rivers Chapmanry,2018-2-1,Paperback,308.0,4.2
2459,battlemage (age of darkness),Stephen Aryan,Orbit,2015-9-22,Kindle,512.0,4.3
2460,"enchanters' end game (the belgariad, book 5)",David Eddings,Del Rey,1986-8-12,Hardcover,384.0,4.6
2461,labyrinth,Kate Mosse,Berkley,2007-2-6,Kindle,528.0,3.8
2462,the chronicles of narnia,C. S. Lewis,HarperCollins,2001-10-1,Hardcover,768.0,4.7
2463,blood of elves,Andrzej Sapkowski,Orbit,2009-5-1,Kindle,416.0,4.4
2464,the towers of the sunset: 25th anniversary edition (saga of recluce),L. E. Modesitt Jr.,Tor Fantasy,2017-8-1,Paperback,544.0,4.2
2465,the city stained red (bring down heaven),Sam Sykes,Orbit,2015-1-27,Paperback,640.0,4.2
2466,markswoman (book 1 of asiana),Rati Mehrotra,Harper Voyager,2018-1-23,Paperback,384.0,4.4
2467,"wizard at large (magic kingdom of landover, book 3)",Terry Brooks,Del Rey,1989-7-17,Paperback,320.0,4.5
2468,the darkest road (fionavar tapestry),Guy Gavriel Kay,Ace,2001-6-1,Kindle,448.0,4.4
2469,fireborn (seraphim),David Dalglish,Orbit,2016-11-22,Paperback,496.0,4.6
2470,"to light a candle: the obsidian trilogy, book two (the obsidian mountain trilogy)",Mercedes Lackey,Tor Books,2005-12-27,Kindle,864.0,4.6
2471,"luck in the shadows (nightrunner, vol. 1)",Lynn Flewelling,Spectra,1996-8-1,Paperback,496.0,4.4
2472,"straken (high druid of shannara, book 3)",Terry Brooks,Del Rey,2007-8-28,Paperback,432.0,4.3
2473,the legion of shadow: destinyquest book 1,Michael J. Ward,Gollancz,2013-6-4,Kindle,544.0,4.2
2474,the silent corner: a novel of suspense (thorndike press large print core),Dean Koontz,Large Print Press,2017-11-8,Hardcover,688.0,4.0
2475,closer to home (valdemar: the herald spy),Mercedes Lackey,DAW,2015-10-6,Hardcover,368.0,4.4
2476,dragons of summer flame,Margaret Weis,Wizards of the Coast,,Kindle,608.0,4.1
2477,final fantasy vi - guía argumental (spanish edition),Chris Herraiz,CreateSpace Independent Publishing Platform,2016-10-7,Kindle,128.0,
2478,a dance of cloaks (shadowdance 1),David Dalglish,Orbit,2013-10-8,Kindle,480.0,4.0
2479,warcraft: war of the ancients book one: the well of eternity (blizzard legends),Richard A. Knaak,Blizzard Entertainment,2017-10-15,Hardcover,370.0,5.0
2480,the elenium: the diamond throne   the ruby knight   the sapphire rose,David Eddings,Del Rey,2007-9-25,Kindle,912.0,4.7
2481,"first lord's fury (codex alera, book 6)",Jim Butcher,Ace,2010-11-30,Kindle,784.0,4.7
2482,"the malloreon, vol. 2 (books 4 & 5): sorceress of darshiva, the seeress of kell",David Eddings,Del Rey,2005-8-30,Hardcover,528.0,4.7
2483,dawn study (study series),Maria V. Snyder,MIRA,2017-1-31,Hardcover,480.0,4.5
2484,being a green mother (book five of incarnations of immortality),Piers Anthony,Del Rey,1988-9-12,Kindle,320.0,4.4
2485,dragongirl (pern),Todd J. McCaffrey,Del Rey,2011-6-7,Kindle,480.0,3.8
2486,"the bloody crown of conan (conan of cimmeria, book 2)",Robert E. Howard,Del Rey,2004-11-23,Hardcover,384.0,4.7
2487,return of the crimson guard: a novel of the malazan empire (novels of the malazan empire),Ian C. Esslemont,Tor Fantasy,2011-5-24,Paperback,880.0,4.0
2488,writers of the future vol 34: #1 bestselling sci-fi & fantasy short stories of the year,L. Ron Hubbard,Galaxy Press,2018-4-10,Kindle,400.0,
2489,a princess of landover,Terry Brooks,Del Rey,2010-7-27,Paperback,400.0,4.2
2490,"the legend of drizzt 25th anniversary edition, book i",R. A. Salvatore,Wizards of the Coast,2013-9-3,Kindle,944.0,4.7
2491,the tyrant's law (the dagger and the coin),Daniel Abraham,Orbit,2013-5-14,Kindle,528.0,4.4
2492,the dragon lords: fool's gold,Jon Hollins,Orbit,2016-7-19,Paperback,544.0,3.5
2493,a dance of chaos (shadowdance),David Dalglish,Orbit,2015-5-12,Hardcover,480.0,4.7
2494,angel of storms (millennium's rule),Trudi Canavan,Orbit,2016-8-16,Paperback,608.0,4.4
2495,the rowan,Anne McCaffrey,Ace,1991-9-1,Kindle,336.0,4.6
2496,magic strikes (kate daniels),Ilona Andrews,Ace,2009-3-31,Kindle,310.0,4.8
2497,witch hunter: the mathias thulmann trilogy (warhammer chronicles),C L Werner,Games Workshop,2018-6-12,Hardcover,816.0,3.8
2498,winter's heart: book nine of the wheel of time,Robert Jordan,Tor Books,2014-3-25,Hardcover,560.0,4.0
2499,the king's buccaneer (riftwar cycle: krondor's sons),Raymond E. Feist,Spectra,1994-1-1,Hardcover,544.0,4.5
2500,"winter warriors (drenai tales, book 8)",David Gemmell,Del Rey,2000-6-6,Kindle,352.0,4.7
2501,the shining ones (book two of the tamuli),David Eddings,Del Rey,1994-7-2,Hardcover,480.0,4.3
2502,skyborn (seraphim),David Dalglish,Orbit,2015-11-17,Paperback,464.0,4.3
2503,magician's end: book three of the chaoswar saga,Raymond E Feist,Harper Voyager,2014-9-30,Hardcover,576.0,4.5
2504,the wandering fire (fionavar tapestry),Guy Gavriel Kay,Ace,2001-5-1,Kindle,400.0,4.3
2505,the path of the storm (the evermen saga),James Maxwell,47North,2014-7-29,Kindle,496.0,4.6
2506,the tethered mage (swords and fire),Melissa Caruso,Orbit,2017-10-24,Paperback,480.0,4.2
2507,"dissolution (forgotten realms: r.a. salvatore's war of the spider queen, book 1)",Richard Lee Byers,Wizards of the Coast,2003-8-1,Kindle,384.0,4.3
2508,dryad-born (whispers from mirrowen),Jeff Wheeler,47North,2014-2-4,Paperback,466.0,4.6
2509,the night angel trilogy,Brent Weeks,Orbit,2009-10-1,Kindle,2064.0,4.5
2510,the traders' war: a merchant princes omnibus,Charles Stross,Tor Books,2014-11-11,Kindle,624.0,3.7
2511,the bloodline feud: a merchant princes omnibus,Charles Stross,Tor Books,2014-9-9,Hardcover,576.0,4.0
2512,"the sentinel: the sundering, book v",Troy Denning,Wizards of the Coast,2014-10-7,Kindle,352.0,4.0
2513,my name is memory,Ann Brashares,Riverhead Books,2011-6-7,Hardcover,352.0,4.0
2514,the dinosaur lords: a novel,Victor Milán,Tor Fantasy,2016-5-31,Kindle,608.0,3.1
2515,the children of húrin (pre-lord of the rings),J. R. R. Tolkien,Del Rey,2010-5-25,Kindle,313.0,4.2
2516,magi'i of cyador (the saga of recluce),L. E. Modesitt Jr.,Tor Fantasy,2001-5-15,Paperback,560.0,4.4
2517,djinn city,Saad Z. Hossain,The Unnamed Press,2017-11-28,Hardcover,238.0,4.2
2518,night of knives: a novel of the malazan empire (novels of the malazan empire),Ian C. Esslemont,Tor Fantasy,2010-3-30,Hardcover,336.0,3.9
2519,blood and bone: a novel of the malazan empire (novels of the malazan empire),Ian C. Esslemont,Tor Books,2013-5-21,Kindle,592.0,4.0
2520,the diamond throne (the elenium),David Eddings,Del Rey,1990-6-13,Paperback,448.0,3.9
2521,"the adversary: the sundering, book iii",Erin M. Evans,Wizards of the Coast,2014-5-6,Hardcover,528.0,3.7
2522,redoubt: book four of the collegium chronicles (a valdemar novel),Mercedes Lackey,DAW,2013-10-1,Kindle,400.0,4.1
2523,curse of the chosen (the endarian prophecy),Richard Phillips,47North,2018-2-20,Paperback,252.0,4.6
2524,the spirit war (eli monpress book 4),Rachel Aaron,Orbit,2012-6-5,Hardcover,544.0,4.6
2525,wind warrior (world aflame),Jon Messenger,Clean Teen Publishing,2013-10-5,Hardcover,216.0,4.1
2526,"worldend: what do you do at the end of the world? are you busy? will you save us?, vol. 1",Akira Kareno,Yen On,2018-7-24,Paperback,192.0,
2527,the fate of the dwarves,Markus Heitz,Orbit,2012-8-7,Hardcover,800.0,4.3
2528,the white road (nightrunner),Lynn Flewelling,Spectra,2010-5-25,Hardcover,400.0,4.3
2529,darksiders: the abomination vault: a novel,Ari Marmell,Del Rey,2012-7-24,Paperback,368.0,4.6
2530,"serpent mage (the death gate cycle, vol 4)",Margaret Weis,Spectra,1993-3-1,Kindle,464.0,4.3
2531,casket of souls (nightrunner),Lynn Flewelling,Spectra,2012-5-29,Hardcover,496.0,4.3
2532,death of the old world (warhammer: the end times),Guy Haley,Games Workshop,2016-6-7,Paperback,816.0,4.1
2533,bound (an alex verus novel),Benedict Jacka,Ace,2017-4-4,Hardcover,352.0,4.7
2534,dragon champion (one of the age of fire  #1),E.E. Knight,Ace,2010-11-2,Paperback,384.0,4.4
2535,kings of the north: paladin's legacy (legend of paksenarrion),Elizabeth Moon,Del Rey,2012-1-31,Paperback,512.0,4.6
2536,malice of crows (the shadow),Lila Bowen,Orbit,2018-3-20,Paperback,384.0,4.6
2537,the void of muirwood (covenant of muirwood),Jeff Wheeler,47North,2015-10-27,Paperback,410.0,4.6
2538,"the godborn: the sundering, book ii",Paul S. Kemp,Wizards of the Coast,2014-3-4,Paperback,400.0,4.2
2539,stonewielder: a novel of the malazan empire (novels of the malazan empire),Ian C. Esslemont,Tor Books,2011-5-10,Paperback,640.0,4.2
2540,with blood upon the sand (song of shattered sands),Bradley P. Beaulieu,DAW,2018-2-6,Paperback,672.0,4.6
2541,the wings of creation,R. David Anderson,Independently published,2017-6-10,Paperback,150.0,4.5
2542,choque de reyes (spanish edition),George R. R. Martin,Vintage Espanol,2012-5-1,Hardcover,928.0,4.6
2543,"white gold wielder (the second chronicles of thomas covenant, book 3)",Stephen R. Donaldson,Del Rey,1987-10-12,Hardcover,512.0,4.5
2544,the order war: a novel in the saga of recluse (saga of recluce),L. E. Modesitt Jr.,Tor Fantasy,2017-12-5,Paperback,608.0,4.5
2545,mage-guard of hamor (saga of recluce),L. E. Modesitt Jr.,Tor Fantasy,2009-3-3,Paperback,736.0,4.6
2546,two serpents rise (craft sequence),Max Gladstone,Tor Books,2014-4-29,Kindle,368.0,4.4
2547,"the crystal city: the tales of alvin maker, volume vi",Orson Scott Card,Tor Fantasy,2004-10-1,Paperback,352.0,3.6
2548,"guardians of the west (the malloreon, book 1)",David Eddings,Del Rey,1988-2-12,Paperback,448.0,4.2
2549,the ciphers of muirwood (covenant of muirwood),Jeff Wheeler,47North,2015-9-15,Paperback,400.0,4.6
2550,a dance of ghosts (shadowdance),David Dalglish,Orbit,2014-11-11,Kindle,512.0,4.8
2551,"the reaver: the sundering, book iv",Richard Lee Byers,Wizards of the Coast,2014-7-1,Hardcover,352.0,4.2
2552,fatal revenant: the last chronicles of thomas covenant,Stephen R. Donaldson,Ace,2008-8-5,Paperback,640.0,4.1
2553,"the book of lost tales, part two (the history of middle-earth, vol. 2)",J.R.R. Tolkien,Del Rey,1992-4-22,Hardcover,391.0,4.2
2554,throne of the crescent moon (crescent moon kingdoms),Saladin Ahmed,DAW,2012-12-31,Paperback,384.0,4.2
2555,stranger magics,Ash Fitzsimmons,Harper Voyager,2018-1-9,Kindle,464.0,4.7
2556,the dinosaur knights (the dinosaur lords),Victor Milán,Tor Fantasy,2017-5-30,Paperback,624.0,4.3
2557,among the fallen (godserfs),NS Dolkart,Angry Robot,2017-4-4,Paperback,480.0,5.0
2558,the revenge of the dwarves,Markus Heitz,Orbit,2011-11-3,Hardcover,816.0,4.6
2559,"stalking darkness (nightrunner, vol. 2)",Lynn Flewelling,Spectra,1997-2-3,Kindle,512.0,4.4
2560,eagle and empire: the clash of eagles trilogy book iii,Alan Smale,Del Rey,2017-10-31,Kindle,608.0,4.4
2561,dark wraith of shannara,Terry Brooks,Del Rey,2008-3-25,Hardcover,208.0,3.3
2562,flame of sevenwaters,Juliet Marillier,Ace,2013-11-5,Hardcover,448.0,4.5
2563,spirit's end (eli monpress book 5),Rachel Aaron,Orbit,2012-11-20,Kindle,560.0,4.6
2564,conspiracy of ravens (the shadow),Lila Bowen,Orbit,2017-7-18,Paperback,400.0,4.1
2565,the urth of the new sun: the sequel to 'the book of the new sun',Gene Wolfe,Orb Books,1997-11-15,Kindle,384.0,4.0
2566,a dance of mirrors (shadowdance 3),David Dalglish,Orbit,2013-12-3,Kindle,400.0,4.3
2567,"the seventh gate: a death gate novel, volume 7",Margaret Weis,Spectra,1995-10-1,Kindle,368.0,4.3
2568,the dolphins of pern (dragonriders of pern),Anne McCaffrey,Del Rey,1995-9-27,Paperback,371.0,4.7
2569,"ogre, ogre (xanth)",Piers Anthony,Del Rey,1987-11-12,Paperback,320.0,4.5
2570,covert fae: a demons of fire and night novel (a spy among the fallen),C.N. Crawford,Independently published,2018-1-22,Paperback,272.0,4.5
2571,"the death of chaos (saga of recluce, book 5)",L. E. Modesitt Jr.,Tor Fantasy,1996-6-15,Kindle,629.0,4.6
2572,the magic engineer (saga of recluce),L. E. Modesitt Jr.,Tor Books,2014-1-14,Kindle,512.0,4.4
2573,"red prophet (tales of alvin maker, book 2)",Orson Scott Card,Tor Fantasy,1992-7-15,Paperback,320.0,4.2
2574,dragon on a pedestal (xanth),Piers Anthony,Del Rey,1987-6-12,Paperback,320.0,4.5
2575,lord's fall (elder races),Thea Harrison,Berkley,2012-11-6,Hardcover,304.0,4.6
2576,taste of marrow (river of teeth),Sarah Gailey,Tor.com,2017-9-12,Paperback,192.0,4.5
2577,by the sword (kerowyn's tale),Mercedes Lackey,DAW,1991-2-5,Kindle,496.0,4.4
2578,"the wounded land (the second chronicles of thomas covenant, book 1)",Stephen R. Donaldson,Del Rey,1987-10-12,Paperback,512.0,4.5
2579,rise of the ghost elves (middle soul),Sinneth Blackthorn,CreateSpace Independent Publishing Platform,2017-4-14,Hardcover,224.0,4.0
2580,swordspoint (riverside),Ellen Kushner,Spectra,2003-2-4,Kindle,368.0,4.0
2581,elseerian,Ben Hale,Snowlight Publishing,2013-7-19,Kindle,360.0,4.2
2582,"extinction (forgotten realms: r.a. salvatore's war of the spider, book 4)",Lisa Smedman,Wizards of the Coast,2004-0-0,Paperback,384.0,4.0
2583,"alvin journeyman (tales of alvin maker, book 4)",Orson Scott Card,Tor Fantasy,1996-9-15,Paperback,416.0,4.1
2584,heaven's net is wide (tales of the otori),Lian Hearn,Riverhead Books,2008-9-2,Paperback,576.0,4.7
2585,besieged: stories from the iron druid chronicles,Kevin Hearne,Del Rey,2018-3-27,Kindle,304.0,4.3
2586,wings of wrath: book two of the magister trilogy,C.S. Friedman,DAW,2010-2-2,Kindle,448.0,4.4
2587,enchantment,Orson Scott Card,Del Rey,2000-2-29,Hardcover,432.0,4.3
2588,the tamuli: domes of fire - the shining ones - the hidden city,David Eddings,Del Rey,2008-11-25,Kindle,1040.0,4.6
2589,bridge of birds: a novel of an ancient china that never was (the chronicles of master li and number ten ox),Barry Hughart,Del Rey,1985-4-12,Kindle,288.0,4.5
2590,alice's adventures in wonderland and through the looking-glass (penguin classics),Lewis Carroll,Penguin Classics,2003-4-29,Hardcover,400.0,4.4
2592,the country of ice cream star,Sandra Newman,Ecco,2015-11-24,Paperback,592.0,3.7
2593,"the phoenix endangered (enduring flame, book 2)",Mercedes Lackey,Tor Fantasy,2009-8-4,Paperback,480.0,4.1
2594,shadowplay: shadowmarch volume ii,Tad Williams,DAW,2009-4-7,Hardcover,752.0,4.0
2595,blackveil (green rider),Kristen Britain,DAW,2013-2-5,Kindle,656.0,4.1
2596,frostgrave: the frostgrave folio,Joseph A. McCullough,Osprey Games,2017-3-14,Kindle,64.0,4.8
2597,butcher bird: a novel of the dominion (sandman slim),Richard Kadrey,Night Shade Books,2017-9-12,Kindle,400.0,4.3
2598,"amber and iron (dragonlance: the dark disciple, vol. 2) (v. 2)",Margaret Weis,Wizards of the Coast,2006-11-7,Paperback,373.0,4.4
2599,the lair of bones: the fourth book of the runelords,David Farland,Tor Books,2005-2-1,Hardcover,480.0,3.8
2600,"is it wrong to try to pick up girls in a dungeon? familia chronicle, vol. 1 (light novel): episode lyu (is it wrong to try to pick up girls in a dungeon? familia chronicle (light novel))",Fujino Omori,Yen On,2018-5-22,Paperback,176.0,
2601,rockfleet (the pirate queen) (volume 0),Jennifer Rose McMahon,CreateSpace Independent Publishing Platform,2017-9-21,Kindle,200.0,5.0
2602,legend has it (pax arcana),Elliott James,Orbit,2017-4-18,Hardcover,448.0,4.4
2603,god's last breath (bring down heaven),Sam Sykes,Orbit,2017-12-5,Paperback,704.0,4.4
2604,"the legend of deathwalker (drenai tales, book 7)",David Gemmell,Del Rey,1999-5-1,Kindle,376.0,4.8
2605,"the first chronicles of druss the legend (drenai tales, book 6)",David Gemmell,Del Rey,,Paperback,334.0,4.7
2606,arms-commander (saga of recluce),L. E. Modesitt Jr.,Tor Fantasy,2011-3-1,Paperback,736.0,4.4
2607,"prentice alvin (tales of alvin maker, book 3)",Orson Scott Card,Tor Fantasy,1989-12-15,Paperback,342.0,4.4
2608,"the hand of chaos (death gate cycle, book 5)",Margaret Weis,Bantam Spectra,1993-11-1,Paperback,496.0,4.4
2609,season of storms (the witcher),Andrzej Sapkowski,Orbit,2018-11-6,Paperback,464.0,
2610,"the lays of beleriand (the history of middle-earth, vol. 3)",J. R. R. Tolkien,Del Rey,1994-8-29,Paperback,480.0,4.4
2611,tormenta de espadas (spanish edition),George R. R. Martin,Vintage Espanol,2012-7-10,Paperback,1184.0,4.7
2612,full fathom five: a novel of the craft sequence,Max Gladstone,Tor Books,2015-4-14,Kindle,384.0,4.5
2613,dreadful company (a dr. greta helsing novel),Vivian Shaw,Orbit,2018-7-31,Paperback,400.0,
2614,fallen gods: tides of war book ii,James A. Moore,Angry Robot,2018-1-2,Paperback,400.0,4.4
2615,"star wars - the new jedi order, books 1-3",Various,Del Rey,2003-11-4,Kindle,,4.7
2616,"condemnation (forgotten realms: r.a. salvatore's war of the spider queen, book 3)",Richard Baker,Wizards of the Coast,2004-5-1,Kindle,375.0,4.2
2617,under a veil of gods,R. Anthony Giamusso,BHC Press/Indigo,2018-3-8,Hardcover,316.0,
2618,"shadow star (chronicles of the shadow war, book 3)",Chris Claremont,Spectra,2000-10-3,Hardcover,544.0,3.8
2619,kinslayer (gotrek & felix),David Guymer,Games Workshop,2016-8-9,Hardcover,416.0,2.7
2620,"shadow dawn (chronicles of the shadow war, book 2)",Chris Claremont,Spectra,1998-3-2,Kindle,528.0,4.0
2621,"colors of chaos (saga of recluce, book 9)",L. E. Modesitt Jr.,Tor Fantasy,2000-1-15,Kindle,816.0,4.2
2622,thorn queen (dark swan),Richelle Mead,Zebra,2011-6-1,Hardcover,384.0,4.4
2623,glass faerie (creepy hollow) (volume 7),Rachel Morgan,Rachel Morgan,2017-4-11,Paperback,306.0,4.7
2624,crystal gorge: book three of the dreamers,David Eddings,Grand Central Publishing,2006-8-1,Hardcover,560.0,3.6
2625,"the awakened mage: kingmaker, kingbreaker: book 2",Karen Miller,Orbit,2007-10-1,Kindle,712.0,3.8
2626,heritage of cyador (saga of recluce),L. E. Modesitt Jr.,Tor Fantasy,2015-11-3,Kindle,640.0,4.6
2627,festín de cuervos (spanish edition),George R. R. Martin,Vintage Espanol,2012-7-24,Kindle,880.0,4.6
2628,rebel faerie (creepy hollow) (volume 9),Rachel Morgan,Rachel Morgan,2017-12-13,Kindle,384.0,4.7
2629,wielding a red sword (book four of incarnations of immortality),Piers Anthony,Ballantine Books,1987-11-12,Kindle,313.0,4.3
2630,gateway to fourline (the fourline trilogy),Pam Brondos,Skyscape,2015-12-1,Hardcover,295.0,4.3
2631,ghost king (the stones of power),David Gemmell,Del Rey,1995-11-29,Paperback,304.0,4.3
2632,retribution falls (tales of the ketty jay),Chris Wooding,Spectra,2011-4-26,Kindle,480.0,4.4
2633,robert asprin's myth-fits (myth-adventures),Jody Lynn Nye,Ace,2016-6-7,Hardcover,320.0,4.7
2634,3: the two of swords: volume three,K. J. Parker,Orbit,2017-12-12,Paperback,416.0,5.0
2635,wolf in shadow (the stones of power: jon shannow trilogy),David Gemmell,Del Rey,1996-12-28,Hardcover,336.0,4.5
2636,divine misfortune,A. Lee Martinez,Orbit,2011-4-1,Hardcover,336.0,4.3
2637,stormrider (rigante),David Gemmell,Del Rey,2003-3-4,Kindle,512.0,4.2
2638,"the king beyond the gate (drenai tales, book 2)",David Gemmell,Del Rey,1994-12-28,Hardcover,320.0,4.2
2639,"greywalker (greywalker, book 1)",Kat Richardson,Ace,2009-6-2,Hardcover,352.0,3.8
2640,over the blood-dark sea (fabled lands) (volume 3),Dave Morris,Fabled Lands Publishing,2017-3-15,Paperback,230.0,4.2
2641,"oathbreakers (vows and honor, book 2)",Mercedes Lackey,DAW,1989-1-3,Kindle,320.0,4.8
2642,"raven's shadow (the raven duology, book 1)",Patricia Briggs,Ace,2004-7-27,Kindle,352.0,4.5
2643,corum - the knight of swords: the eternal champion,Michael Moorcock,Titan Books,2015-5-5,Kindle,240.0,4.3
2644,the two of swords: volume one,K. J. Parker,Orbit,2017-10-17,Kindle,512.0,3.7
2645,"dragon blood (the hurog duology, book 2)",Patricia Briggs,Ace,2002-12-31,Hardcover,288.0,4.6
2646,"blue adept (the apprentice adept, book 2)",Piers Anthony,Del Rey,1987-8-12,Paperback,336.0,4.6
